NAME	DESCRIPTION	post_BRAFi_patB04	post_BRAFi_patB08	post_BRAFi_patB16	post_BRAFi_patB30	pre_BRAFi_patB04	pre_BRAFi_patB08	pre_BRAFi_patB16	pre_BRAFi_patB30
PATE1	PATE1	7.489763556	6.955808097	7.239840331	6.967867911	7.432718223	7.001125306	6.971370844	6.885116207
PATE2	PATE2	7.696676906	6.919711416	8.403315944	7.958755915	7.271454738	7.515922289	8.517641707	7.886143185
PATE3	PATE3	7.020876828	6.996726129	7.011802418	6.930969195	6.940355543	6.961555817	6.992035544	6.934114953
PATL1	PATL1	10.24593402	9.104149692	11.63098019	10.69635876	9.082353061	10.20284997	8.350492654	9.584797559
PATZ1	PATZ1	8.975357063	9.821277331	10.04878364	7.600128416	9.356553688	10.01542457	7.150058607	10.40141367
PAWR	PAWR	7.056207759	9.654490489	9.702850275	8.407385435	7.449724536	8.333159961	8.558143081	8.407571668
PAX1	PAX1	6.956805488	7.186983865	7.114932922	6.974142334	7.000261425	6.945287766	6.853641912	6.874994021
PAX2	PAX2	10.05086782	6.927310473	8.628145337	7.140866285	8.794688011	7.792999005	10.3940275	7.059960759
PAX3	PAX3	8.328182622	6.927310473	8.89089772	8.252685795	8.330440244	10.62352725	8.436900959	10.26393756
PAX4	PAX4	6.860643576	7.179983407	7.059229345	7.002353765	6.958712111	6.970089242	6.840624744	6.932792648
PAX5	PAX5	7.019194625	7.180981991	6.972801272	7.282716998	7.106599341	6.902349103	7.152832135	7.022961802
PAX6	PAX6	7.047792427	6.972495843	7.413955551	7.887330688	6.980121181	6.928733736	7.010854638	6.886512132
PAX7	PAX7	7.037697812	6.890340143	6.991654297	6.914841878	6.912059536	6.959907391	7.046650975	7.009418928
PAX8	PAX8	7.727115395	7.223302446	8.380744525	9.270766075	10.14752801	7.315822784	7.433386474	6.915105663
PAX9	PAX9	7.583429855	6.947479615	7.228773144	7.490667121	7.139542444	7.124563076	7.441323667	7.347137901
PAXIP1	PAXIP1	7.155115192	7.239566635	7.34466974	8.966774003	7.5506587	8.078381463	6.865066464	7.911595774
PBK	PBK	7.024241088	7.093034249	11.26778322	10.18276687	7.047056659	9.289010937	7.286131836	7.473956018
PBLD	PBLD	11.59822893	12.53378996	11.91544393	8.323046838	9.986615671	9.707352191	10.92367484	9.79170584
PBOV1	PBOV1	8.840851609	6.993778805	8.407392753	6.903362345	7.223389316	7.595636858	7.297999672	6.943891008
PBRM1	PBRM1	7.2050543	8.593909704	9.370522999	8.75405671	7.867871736	11.22940315	8.304988518	8.514046389
PBX1	PBX1	12.57805394	13.3947112	11.31810249	9.732669613	11.39793247	11.04954506	11.82794863	11.88588615
PBX2	PBX2	11.17645618	11.85334695	11.30918302	11.30034639	11.57127241	11.77482296	11.53801826	11.83008756
PBX3	PBX3	7.181459627	7.478956021	8.196739505	9.266396398	7.441211686	7.884686969	7.549701561	6.905449633
PBX4	PBX4	8.216063384	7.670458673	8.413492278	8.089641366	7.425454045	7.402174448	7.191339101	6.883829707
PBXIP1	PBXIP1	11.87342941	11.29132175	10.82319893	9.054293039	11.35305373	10.75211641	10.67948969	11.14507441
PC	PC	8.625574516	9.379953732	8.932970817	10.21492004	9.643774158	9.703752681	7.498037758	8.70050895
PCA3	PCA3	8.320572426	7.147355532	8.21895562	7.162080194	7.076052667	7.161089723	7.059440432	6.920562253
PCAF	PCAF	6.871121081	7.040886014	7.13288606	7.054232197	7.041805637	7.241800002	6.963913563	6.966260081
PCBD1	PCBD1	8.493384036	9.370287961	10.89111949	10.35419015	8.874279344	9.623669915	8.646797412	8.315895984
PCBD2	PCBD2	10.70000905	10.41847452	10.34170959	8.690307082	10.36499477	8.913302048	10.1945679	8.853061737
PCBP1	PCBP1	6.96357381	7.470440955	9.039050078	10.88603105	7.162234429	9.070533197	7.338228726	7.198456141
PCBP2	PCBP2	11.88190288	12.65508368	13.59453746	13.70520566	12.03049293	13.3765518	12.47769784	12.44807853
PCBP3	PCBP3	10.38965721	8.564968288	8.458882946	7.197731145	7.395354741	8.014230216	9.572620652	8.659973534
PCBP4	PCBP4	11.4888955	11.0853763	10.48886406	11.56340116	11.91328758	12.37909403	10.98681334	11.39899101
PCCA	PCCA	9.189894904	8.831098616	10.76174787	10.15438072	10.27194607	9.676574363	9.757928495	9.643115327
PCCB	PCCB	10.74308494	9.601583327	10.96825826	12.06913389	10.4937097	11.40440777	10.06440644	10.31288129
PCDH1	PCDH1	8.559119471	10.36907569	7.242524012	7.308672044	9.414495292	8.004372785	8.787488157	8.754056843
PCDH10	PCDH10	9.555586759	7.138584954	9.933812816	7.877635148	8.064668469	9.794815861	7.444528671	7.413895981
PCDH11X	PCDH11X	7.164389731	7.035060963	7.236280284	7.094796685	7.312762245	6.97661248	7.527996833	7.992844749
PCDH11Y	PCDH11Y	7.133392355	7.154218353	7.013354316	7.187727133	8.000695358	6.933495922	6.992035544	7.336681119
PCDH12	PCDH12	9.968697965	8.925916526	8.415014214	7.952240601	9.303819083	7.722313984	10.12004245	7.735811674
PCDH15	PCDH15	8.052854084	7.318097219	7.56361544	6.941402418	7.154954642	7.042629904	6.933236711	7.133035453
PCDH17	PCDH17	11.04124799	10.9423673	11.84241132	9.212518381	9.976193456	10.29312317	10.67924851	9.983155184
PCDH18	PCDH18	8.517904047	10.02212093	9.315820724	11.40441664	9.374521301	9.607483697	10.21480002	10.27065279
PCDH19	PCDH19	6.980462374	7.00801758	7.178700651	7.208812259	7.001055139	7.020863543	6.89712715	6.957830581
PCDH20	PCDH20	6.919396224	6.868799609	7.192935726	7.014238312	7.052366959	6.942606056	7.210872206	6.953009662
PCDH21	PCDH21	7.195100382	7.011866735	7.2552331	7.776399298	7.336077744	7.044200619	10.94650984	9.906834085
PCDH24	PCDH24	7.138757481	13.27840644	6.956274565	6.922984077	7.134463767	6.994712544	7.150058607	7.698896691
PCDH7	PCDH7	10.72281434	7.936488957	11.26704026	11.96199104	10.84008723	10.74500143	11.29440637	11.97771074
PCDH8	PCDH8	7.100232305	7.528833229	6.933090086	6.932310997	7.271454738	7.039171511	8.631093635	7.537294882
PCDH9	PCDH9	10.12747807	6.947479615	7.719694985	7.65653885	6.993963591	7.496265743	9.471015549	9.924373557
PCDHA1	PCDHA1	7.074742412	6.945589821	7.098296282	6.92712657	7.041805637	6.938905849	7.0390307	7.025292238
PCDHA10	PCDHA10	9.165819354	8.068408022	7.78200977	7.057448042	7.06865117	6.972702615	7.065705504	6.911045704
PCDHA11	PCDHA11	8.278373283	7.271185016	7.335832977	7.199740168	7.535774308	7.324507434	7.640346669	7.712361911
PCDHA12	PCDHA12	7.325986986	6.913417232	7.326638216	7.148522883	7.524631033	6.995676046	7.084975564	6.890215137
PCDHA13	PCDHA13	7.093392967	6.92144911	7.067155761	7.06151303	6.968916122	6.934512872	7.022305123	6.920562253
PCDHA2	PCDHA2	6.888469608	6.872438023	6.931577555	6.943768324	6.956555884	6.913228239	6.893012327	6.932792648
PCDHA3	PCDHA3	7.160662898	7.174998269	7.06029917	7.089507132	7.067732935	7.026875607	7.076967223	7.291780163
PCDHA4	PCDHA4	7.528724604	7.336372456	7.102178145	7.025408301	7.822676004	7.021497125	7.577415925	7.032404893
PCDHA5	PCDHA5	7.223444127	6.943088325	7.170853298	7.013559169	7.84715497	6.946625755	7.430241566	6.951441702
PCDHA6	PCDHA6	7.010782429	6.957110002	7.059229345	7.252733667	7.005045618	6.890204291	6.94103242	6.986581476
PCDHA7	PCDHA7	10.23975469	6.919711416	6.959133615	6.938359517	8.095570064	7.049535403	9.545094471	7.72577971
PCDHA8	PCDHA8	7.562570027	6.861541265	6.907903299	6.912244182	6.933480916	6.922569359	6.933236711	6.914065524
PCDHA9	PCDHA9	8.589363855	7.636832866	7.049972734	7.010196852	7.952171864	7.139119982	7.271166903	7.112390056
PCDHAC1	PCDHAC1	7.723288284	7.100462225	7.723872449	6.993605564	7.466805823	6.996318062	7.173306702	6.892001646
PCDHAC2	PCDHAC2	8.461357037	6.993046102	7.22205147	7.246558768	7.61290247	7.121154021	7.411727682	7.081344526
PCDHB1	PCDHB1	6.943241566	6.863095723	7.111922626	6.916950241	6.955124157	6.989886202	7.024566423	6.914065524
PCDHB10	PCDHB10	7.160662898	6.936923384	6.873408511	7.010196852	8.625859806	7.087933777	7.041219935	6.942438138
PCDHB11	PCDHB11	10.39796572	6.917982941	8.721899312	7.298284079	10.88081445	8.368574158	8.295399978	8.432939784
PCDHB12	PCDHB12	8.777384822	7.431974201	6.970034003	8.085126126	9.803259043	8.54978959	6.98964013	7.641151152
PCDHB13	PCDHB13	10.50577161	7.640894199	7.278415122	8.685477283	11.02787544	7.872299833	8.923177408	9.918574051
PCDHB14	PCDHB14	6.978775314	6.937534288	6.989016009	7.073996201	7.24221212	7.03791292	7.105350595	6.951441702
PCDHB15	PCDHB15	6.841282932	7.2141813	6.977599201	6.970444911	6.941742164	6.919813842	6.922712327	6.877563198
PCDHB16	PCDHB16	7.083196709	6.927310473	7.006158601	7.729224753	7.083551002	7.01070081	7.067774666	6.948363838
PCDHB17	PCDHB17	9.047686562	6.907794416	8.611096099	7.695578503	9.789114517	7.741321267	7.538794638	7.561741787
PCDHB18	PCDHB18	7.428829306	6.933887037	6.937598478	7.759458978	7.265790552	7.410575547	7.386522351	8.032609451
PCDHB2	PCDHB2	7.009099672	6.978032701	6.963033875	8.213052397	8.709045329	6.933495922	7.046650975	7.157384948
PCDHB3	PCDHB3	7.848260259	7.120287859	7.007735302	6.958557631	9.022198992	6.960237274	7.299204131	8.951654171
PCDHB4	PCDHB4	10.59111487	7.256894972	7.097373307	7.25376396	9.381357424	7.153356046	7.474132171	6.961142815
PCDHB5	PCDHB5	10.36727065	7.026086153	7.572863487	6.912038508	9.421535132	6.908336556	7.235309569	7.244418639
PCDHB6	PCDHB6	7.029287281	7.063240801	6.920465423	7.703512337	8.231772886	7.167893953	7.048806572	7.092424302
PCDHB7	PCDHB7	6.933040858	6.886612024	7.099215592	6.979606784	7.094014188	7.022447167	6.96140888	6.919436494
PCDHB8	PCDHB8	6.86239366	6.883964764	6.809541292	6.910260714	7.006652113	6.847044083	6.833318807	6.889646744
PCDHB9	PCDHB9	12.61811699	12.9038306	12.38873767	9.231681592	12.30644054	11.2453292	12.78656257	12.05096035
PCDHGA1	PCDHGA1	7.19313108	6.896257618	7.696187147	6.90468168	7.129415378	7.217984237	7.108200322	6.925240332
PCDHGA10	PCDHGA10	7.042744725	6.9597307	6.965146247	7.102835523	7.18013445	7.316443023	7.207898997	6.895257683
PCDHGA11	PCDHGA11	7.112304475	7.155201544	7.75768952	6.973607711	7.019720385	7.60121892	7.311430758	6.884675397
PCDHGA12	PCDHGA12	10.48314167	7.744134942	7.925860452	7.324255941	11.55228806	9.276958193	8.866445162	8.334589651
PCDHGA2	PCDHGA2	7.158808072	6.987243314	7.164388828	6.902872974	7.498710134	7.0049615	6.89438619	6.957830581
PCDHGA3	PCDHGA3	6.922812467	7.314027278	7.182084958	7.470076216	7.245558939	8.830772807	7.055215708	6.875993089
PCDHGA4	PCDHGA4	6.903976249	6.88555164	7.399398427	7.016289115	6.976353775	7.061119264	7.457520414	6.877974463
PCDHGA5	PCDHGA5	10.60915024	8.194744975	7.585853766	8.399914452	12.19507524	8.922825058	9.209726292	10.72116674
PCDHGA6	PCDHGA6	7.325986986	7.315045021	7.739414317	7.339827302	8.42896854	8.309738738	8.865124972	7.148164688
PCDHGA7	PCDHGA7	9.809388474	7.536034299	8.079031543	7.62446098	8.529052174	7.27832434	7.39234699	8.407571668
PCDHGA8	PCDHGA8	8.446948577	7.271185016	7.600094551	7.021152462	7.029780217	7.674242256	7.017753718	7.241084559
PCDHGA9	PCDHGA9	7.323494881	7.931625251	7.565012671	7.189722266	9.388152859	7.951119716	7.318929181	8.34254644
PCDHGB1	PCDHGB1	7.742483348	7.046796375	7.377216175	7.848544897	9.397150919	7.251701153	7.84169981	7.37515354
PCDHGB2	PCDHGB2	8.425142527	6.916835648	7.281187909	7.774938782	9.08117889	8.214428873	6.988438843	8.627097789
PCDHGB3	PCDHGB3	7.64818284	7.00955206	7.499300936	7.030475496	7.537013562	7.452927034	7.266663082	6.978905354
PCDHGB4	PCDHGB4	7.015830018	7.027701657	7.179473149	6.935087182	7.020550125	7.483165582	6.99442141	7.059960759
PCDHGB5	PCDHGB5	10.79593553	8.566748538	9.123781591	7.785112897	9.93520971	10.2463393	9.513126304	8.43545639
PCDHGB6	PCDHGB6	11.65901715	8.246764366	7.286963061	7.533736366	12.53857391	9.130400726	10.54051105	10.41095897
PCDHGB7	PCDHGB7	8.75361076	6.906680471	6.911073541	6.901957835	8.085307692	6.98439764	7.029060208	6.926454075
PCDHGB8P	PCDHGB8P	6.99057787	6.89463605	7.174963036	6.898357718	6.877860443	7.000485126	7.484287864	6.883424548
PCDHGC3	PCDHGC3	11.26105931	8.256259369	8.183043263	7.485790963	11.71706403	7.662601519	10.2899968	10.72166894
PCDHGC4	PCDHGC4	7.486599261	6.932079536	7.123298422	7.10735351	7.601680437	7.334436228	7.213862205	7.231126506
PCDHGC5	PCDHGC5	8.373406706	7.073009616	7.655459476	6.959501932	9.512928932	7.221076615	7.84169981	9.090863739
PCDP1	PCDP1	7.032651409	7.443615727	7.213754111	6.944978388	6.945926463	6.97888779	6.986029117	7.182456614
PCF11	PCF11	7.022558978	7.204076025	7.028499586	7.050258736	6.997101038	7.028455229	6.99442141	7.157384948
PCGEM1	PCGEM1	6.978775314	7.004969217	6.881404786	6.936885527	6.923338804	6.946625755	7.067774666	6.874994021
PCGF1	PCGF1	8.993179595	7.906329146	9.720953038	10.00873249	8.708254709	8.648769563	9.644966469	10.0637791
PCGF2	PCGF2	9.226185302	8.295227737	9.304330762	11.57329287	9.378172324	11.53449168	10.73192995	10.87737056
PCGF3	PCGF3	7.114041425	6.9597307	7.188300916	7.050258736	7.005045618	7.035079069	7.147287033	7.160481148
PCGF5	PCGF5	6.876339926	7.589365101	8.876918066	7.051049249	7.046177389	7.362070308	6.992035544	6.886034438
PCGF6	PCGF6	6.987207257	7.277311174	7.26001277	7.931160464	7.069570963	7.366730566	7.135278961	6.941004168
PCID2	PCID2	8.555724031	8.545609857	9.206167733	10.57826694	9.324058108	10.08571264	8.828942667	9.471965525
PCIF1	PCIF1	7.227617216	7.716655973	7.828331293	9.350937111	7.395354741	9.060356645	7.148210725	7.31586652
PCK1	PCK1	7.175713399	11.16626401	7.040420274	7.04711792	6.93007855	6.952291682	6.96516236	6.88424661
PCK2	PCK2	9.630573371	12.279018	7.405392424	10.5769593	9.068186818	8.861753276	9.919915498	8.127993262
PCLO	PCLO	7.217244424	8.579153463	8.339328895	8.914530596	7.146702411	7.955880869	8.183727411	6.964534373
PCM1	PCM1	11.52071082	12.36230029	12.49289013	12.72126992	12.16384062	12.68074005	12.52077416	12.44452803
PCMT1	PCMT1	14.35094229	13.97195998	14.21283579	14.33217352	14.1375826	14.48156212	14.18519422	14.20397018
PCMTD1	PCMTD1	10.9244991	11.16741965	10.52348763	11.55001367	10.80686849	11.12508392	10.56975131	10.85634289
PCMTD2	PCMTD2	9.179010341	8.130145424	9.893942921	9.006396606	9.080591373	11.14817444	8.574685227	9.391098373
PCNA	PCNA	8.648195706	7.875250879	8.126753812	6.97307523	7.081667494	7.24458445	8.113327942	7.44215594
PCNP	PCNP	12.6944087	11.97011437	13.02203525	12.33400055	12.66506955	12.8547656	11.81547863	11.98576647
PCNT	PCNT	11.09839725	11.54872412	11.18076932	12.88715725	12.24363523	12.3238646	12.42029842	11.9651821
PCNX	PCNX	13.46373382	14.2714303	12.92481156	13.25914218	13.4103065	13.26056165	13.68155714	13.68549356
PCNXL2	PCNXL2	7.328489556	7.835856037	7.400060731	7.903878223	7.742455306	7.862176918	7.959472914	7.41036679
PCOLCE	PCOLCE	13.09042445	10.13236626	11.44745615	11.03449385	13.02599502	11.36590618	12.95969962	12.88839642
PCOLCE2	PCOLCE2	7.089986703	7.267101213	7.737918288	9.696146114	7.246676176	7.508433568	8.515929422	7.098055834
PCOTH	PCOTH	7.004050553	7.013418528	7.518672632	7.289978527	7.009072994	7.228808237	7.626796757	7.124108136
PCP2	PCP2	7.273493449	7.175994237	7.183763566	6.936885527	7.06865117	7.28173125	6.81855081	7.018362899
PCP4	PCP4	6.898817679	7.166059744	7.484234434	8.264244106	6.936906263	6.952291682	6.9358446	6.942438138
PCSK1	PCSK1	7.215193579	8.358034196	7.093174329	9.6005465	9.819693767	7.140358281	8.183727411	8.745959092
PCSK1N	PCSK1N	7.651866136	9.517197541	7.182543615	7.464141404	6.946627483	6.953952017	6.96140888	6.897383729
PCSK2	PCSK2	6.878076736	6.955808097	6.901503134	6.916709088	6.922669355	7.075789703	6.96140888	6.874945204
PCSK4	PCSK4	6.972023315	9.441517278	7.598093674	9.261469597	7.482729755	8.475765059	7.362477068	7.336681119
PCSK5	PCSK5	7.311189701	8.438214293	7.108649255	8.566670733	7.946208861	7.430810051	8.262534379	8.719291084
PCSK6	PCSK6	10.93591955	9.057229866	10.11489204	7.320100781	11.36997127	8.182993659	9.556892751	7.148164688
PCSK7	PCSK7	8.695596413	9.82951466	8.424121037	11.18789575	9.512119488	9.179677861	9.166782882	9.000522574
PCSK9	PCSK9	6.99057787	6.975944842	7.015515472	6.90468168	6.937594175	6.941262275	6.948744036	6.936814846
PCTK1	PCTK1	7.793019184	9.424937942	9.701611774	6.975759079	8.425097167	8.426532504	7.992513907	8.511647458
PCTK2	PCTK2	8.635308999	8.475805843	8.395649422	7.482857178	7.54197267	7.487843745	7.963606357	8.17433142
PCTK3	PCTK3	10.03216087	12.02090672	9.08825779	11.37595315	9.629278495	10.51285602	10.14458861	10.89197264
PCTP	PCTP	7.391803744	7.088429773	7.287462338	7.298284079	7.18013445	7.16449198	7.38363416	7.785561508
PCYOX1	PCYOX1	10.74308494	10.55434656	10.89212703	9.663525979	10.38969451	9.965652885	11.0693614	10.52874092
PCYOX1L	PCYOX1L	7.064627273	7.361615374	7.139574457	8.617295992	7.23776123	7.37139163	7.315164488	7.305515468
PCYT1A	PCYT1A	6.94154322	7.051068309	6.957706463	7.095683786	6.952985078	6.999844709	7.035728825	6.887505343
PCYT1B	PCYT1B	9.621867517	7.293643263	10.33413085	7.207801796	8.108060282	9.640274882	8.797281823	7.661626534
PCYT2	PCYT2	7.015830018	7.178985333	7.115572388	6.916950241	7.046177389	7.000805246	6.950021104	6.890797001
PDAP1	PDAP1	6.938144449	7.061483505	7.143284185	7.310750025	6.990848801	7.131998081	6.924035976	7.37866674
PDC	PDC	8.092984092	6.954511765	7.564453605	7.401676287	7.344294831	7.249225628	7.045569572	7.106613501
PDCD1	PDCD1	6.938144449	7.294663517	7.203401917	7.355370055	7.006652113	7.048280921	7.064667324	6.932792648
PDCD10	PDCD10	7.715652645	9.148452905	10.3901957	7.455198673	8.247842812	9.976338457	7.918113042	8.038675498
PDCD11	PDCD11	6.943241566	6.900065667	7.027312744	7.29309241	7.009882942	7.03318823	7.036831853	7.37866674
PDCD1LG2	PDCD1LG2	9.881977993	7.270164026	6.90190548	6.954411391	8.137347989	7.123323523	6.99561076	8.089675982
PDCD2	PDCD2	10.00339742	10.24202962	9.983364441	10.21387576	10.3501941	9.381415002	9.837760574	9.504338901
PDCD2L	PDCD2L	10.06557751	8.221981563	8.761477927	9.424354891	9.430709213	7.717168737	9.978554438	8.050766068
PDCD4	PDCD4	14.52083878	14.98735371	14.08986328	12.17684312	14.33601372	14.11433833	14.51167933	14.24210665
PDCD5	PDCD5	9.947245842	9.272550675	10.72049934	9.222878647	9.627453276	9.588817977	9.402955536	9.500357777
PDCD6	PDCD6	11.85093059	12.08041318	12.42819872	10.51150631	11.5687359	11.80280888	10.81823418	11.01369915
PDCD6IP	PDCD6IP	7.083196709	8.170234054	8.701569036	8.31609418	7.320894612	9.99945264	6.930619523	7.151226552
PDCD7	PDCD7	13.34963038	13.36296456	12.89763306	10.25023994	12.63218381	12.44040729	13.37538898	12.66207166
PDCL	PDCL	7.244640146	7.627841056	7.662212062	8.347033812	7.344294831	8.078647277	7.253421461	7.702267418
PDCL2	PDCL2	7.041062346	6.929090321	7.221177034	6.962385106	7.022214254	6.966814564	7.321456344	6.927685689
PDCL3	PDCL3	11.0079299	11.13308007	12.34986603	11.14054499	11.28410337	11.26480082	10.74344735	10.9405241
PDDC1	PDDC1	8.632070815	10.21339754	10.74008423	11.5312114	9.726682486	11.56354127	10.43113648	10.80284816
PDE10A	PDE10A	8.605924878	7.265059515	7.382288617	7.25376396	9.148556323	8.29828088	7.34617669	8.194317193
PDE11A	PDE11A	6.886740691	7.369650715	7.940184735	6.898738382	8.064668469	7.083888329	10.05603258	7.089631166
PDE12	PDE12	7.477181602	8.009640312	9.139916365	9.354459037	7.670285336	8.426980006	7.211866978	7.350630005
PDE1A	PDE1A	7.761819462	8.847213366	8.134167018	9.997197532	8.597795585	8.25520202	8.086900698	9.806102409
PDE1B	PDE1B	9.811781917	8.918564959	9.337814371	9.237870716	8.848299241	8.929427258	9.029196348	8.820911257
PDE1C	PDE1C	6.980462374	7.256894972	6.945015562	7.022562116	7.008264543	6.935528612	6.916059507	6.898121855
PDE2A	PDE2A	7.414353589	7.153235846	7.029977137	7.251703691	7.256767377	7.045770564	7.312671916	7.558257119
PDE3A	PDE3A	7.470965558	9.734786468	7.377847053	8.840768875	9.26977966	10.50495808	7.219894869	10.71739335
PDE3B	PDE3B	9.827191609	9.24326471	9.045725363	8.70138576	7.822676004	8.880955114	6.863645999	10.20879342
PDE4A	PDE4A	8.985570309	8.99351708	7.518404393	9.247622185	9.350967978	8.348851074	10.16895538	10.07749698
PDE4B	PDE4B	11.82322837	8.306930912	10.53855384	8.177410643	10.91864516	9.652458059	10.34711437	9.255471848
PDE4C	PDE4C	8.060890016	9.303487071	7.404276773	7.846525286	8.427034016	7.664134827	8.972547239	6.899642964
PDE4D	PDE4D	9.772733354	8.341794043	10.24554611	7.620160029	8.362902216	8.940712774	8.787488157	8.211308
PDE4DIP	PDE4DIP	9.04282371	9.123861103	8.546735772	7.249644711	8.779804453	9.836408292	7.798573773	7.821601914
PDE5A	PDE5A	13.23761976	14.32146638	13.33737824	13.20074449	13.57357106	12.28407278	13.94307957	13.87200785
PDE6A	PDE6A	7.199060257	7.280374186	7.381439171	6.946206617	7.105623044	7.215819653	7.026818118	6.919436494
PDE6B	PDE6B	10.50897602	6.957110002	7.835552031	8.121484607	8.894274121	8.170286384	10.64427937	7.769054841
PDE6C	PDE6C	6.898817679	6.958417522	7.03495117	6.913512929	6.917341445	6.934851586	6.90800036	6.903712663
PDE6D	PDE6D	6.98383546	7.114577861	7.91031202	10.15325331	7.025561203	8.180965628	7.155608434	7.018362899
PDE6G	PDE6G	7.112304475	7.830486083	8.486920461	9.147927648	7.201571696	8.473585739	7.477502083	7.759113893
PDE6H	PDE6H	8.028725289	7.006489975	7.349360431	7.575180031	7.573032383	7.428630315	7.25779141	8.305133635
PDE7A	PDE7A	7.46173449	9.702714312	7.62108925	8.546513034	8.102390139	8.403111708	8.781858136	9.268385939
PDE7B	PDE7B	9.77770415	8.137681423	8.676167929	9.404978803	7.06407569	8.111628975	9.273359005	9.397840987
PDE8A	PDE8A	8.080959305	9.836935345	9.82959948	7.724602502	9.442827087	8.845356316	8.272242231	8.805492409
PDE8B	PDE8B	7.246806216	6.961711166	7.926159161	8.821523733	7.558110923	7.704731995	8.465434402	7.340163335
PDE9A	PDE9A	9.440398645	11.18085286	8.639649923	8.615123246	9.785312455	8.500638585	10.05402839	10.54053708
PDF	PDF	9.340281287	10.4126901	10.8910602	10.26496492	10.08309932	9.878518878	10.31295203	10.79439322
PDGFA	PDGFA	10.52552638	8.936318162	7.442218328	7.082545277	10.23001019	7.866519725	7.321456344	9.394475877
PDGFB	PDGFB	10.52931913	9.783709145	9.364812651	6.970966702	10.80191292	8.119472346	7.024566423	9.944314142
PDGFC	PDGFC	7.171914351	7.25995617	7.13327506	8.310186079	7.788231838	7.126732018	7.22805422	7.533792277
PDGFD	PDGFD	7.253356805	7.416327798	10.03726516	7.91452478	7.460697077	7.544930973	7.236355293	7.241084559
PDGFRA	PDGFRA	10.55621475	11.23670466	8.212864343	8.534196506	10.73844069	9.343931737	9.534558988	10.04198092
PDGFRB	PDGFRB	11.45883433	10.91792037	10.99327041	13.11226694	11.47192814	11.70792007	12.43134873	11.68324448
PDGFRL	PDGFRL	12.12353043	7.692277735	10.11198842	11.54752871	11.14499464	9.648744356	12.00646845	10.69114499
PDHA1	PDHA1	7.64818284	9.118894861	8.788850552	9.279340069	8.413427279	8.570565816	7.988387651	8.895272078
PDHA2	PDHA2	6.907409919	6.877656505	7.049972734	6.914392147	6.989299811	6.997601342	7.03129269	6.893261672
PDHB	PDHB	11.05912332	10.33549369	11.49240217	12.66016786	11.45004342	11.8028415	11.1115621	11.40521354
PDHX	PDHX	7.761819462	9.330994907	9.366317175	9.618961445	10.00089397	9.348877645	9.613731072	8.13675096
PDIA2	PDIA2	6.878076736	8.433539237	6.999138542	6.910260714	6.900318594	6.990208428	6.877751914	6.902038468
PDIA3	PDIA3	6.950028398	7.172013644	7.138822781	7.395538944	7.025561203	7.111851664	6.993229671	7.070519228
PDIA3P	PDIA3P	7.757941566	8.33506925	7.55581823	8.972838406	8.33350822	7.919246629	7.242680028	7.892526039
PDIA4	PDIA4	8.048834632	8.449831691	7.27485709	8.934298195	8.487780112	7.255414752	7.290840798	6.904573247
PDIA5	PDIA5	7.142357507	8.011333869	7.225846216	8.871167664	7.118418368	7.70047654	6.944898763	7.182456614
PDIA6	PDIA6	10.20915775	9.76164237	9.778044669	8.200643697	10.25478133	8.738047897	8.329745823	9.611430457
PDIK1L	PDIK1L	7.662965084	8.835591851	9.020336318	8.318663612	8.987799539	8.793784378	7.348855681	8.530735945
PDILT	PDILT	6.988892705	6.912285379	7.252176646	6.95997722	6.960878851	6.993105418	6.893012327	6.897383729
PDK1	PDK1	7.175713399	7.178985333	7.13844572	8.503573285	7.21461848	7.521226645	7.200048032	7.371642565
PDK2	PDK2	6.909125197	7.290582032	7.140136077	7.653212089	6.971875873	7.165729092	6.957634153	6.919436494
PDK3	PDK3	9.924230829	10.46751333	10.06561238	10.03063532	10.53379566	8.611004117	8.979779638	9.749711036
PDK4	PDK4	6.980462374	9.258999494	7.329803046	7.666450268	7.154954642	7.026559561	7.603810045	7.224526076
PDLIM1	PDLIM1	7.000683646	8.011333869	7.107988577	7.720732889	6.983159018	7.027507577	6.916059507	7.086853366
PDLIM2	PDLIM2	7.056207759	6.988684263	6.940579812	6.905104855	7.423035999	7.029402524	7.008535764	6.971557782
PDLIM3	PDLIM3	8.489852918	8.274132897	9.814019665	8.201937129	7.966443604	10.56755129	8.312633035	8.735765974
PDLIM4	PDLIM4	7.08150327	6.978731757	6.883073719	6.940629773	7.194023884	6.92119285	7.872636082	7.148164688
PDLIM5	PDLIM5	11.30286241	12.47423347	10.95306606	8.634220169	11.55621923	9.973907156	9.620836617	10.10827013
PDLIM7	PDLIM7	10.06100455	9.396824986	9.215691695	8.563565916	10.50596718	9.442092533	9.956162831	9.626143605
PDP2	PDP2	8.060890016	8.757683734	8.537017582	8.996345934	9.760929707	9.434986193	9.015289554	9.23179631
PDPK1	PDPK1	10.63813065	11.61766138	10.56877242	8.302356504	11.44053859	10.6528416	10.21997749	10.91745865
PDPN	PDPN	12.94597604	11.0721055	9.360894846	11.50607931	12.22380004	11.27608888	12.82808551	12.79866795
PDPR	PDPR	9.672979675	9.137681282	7.199588294	9.480466431	8.842611077	10.56096661	7.953271444	10.06995952
PDRG1	PDRG1	7.35410063	7.448441515	8.696560303	9.754638256	7.248913077	8.799790581	7.491133607	7.037245651
