NAME	DESCRIPTION	Parental_cell_line_rep_1	Parental_cell_line_rep_2	Parental_cell_line_rep_3	Resistant_cell_line_rep_1	Resistant_cell_line_rep_2	Resistant_cell_line_rep_3
MYO1A	MYO1A	5.244846815	5.245834419	5.409390936	5.449481386	5.630524114	5.207703848
MYO1B	MYO1B	11.63143865	11.63390853	11.86294725	11.75382562	11.74677441	11.80198999
MYO1C	MYO1C	12.94743024	12.60719208	12.65255372	12.95372741	12.89240553	12.78658432
MYO1D	MYO1D	12.58312982	12.1935854	12.56992679	11.34823043	11.31966688	10.86364156
MYO1E	MYO1E	10.45773647	10.40823271	10.38402821	10.18165241	10.08115476	10.10006549
MYO1F	MYO1F	5.910382677	5.524701453	5.469234794	5.428703681	5.594492439	5.15652628
MYO1G	MYO1G	7.34043726	7.374603453	7.007868243	7.110051337	7.186910593	7.125705742
MYO1H	MYO1H	5.640897976	5.348704946	5.760220946	6.015813663	6.170339459	5.921501493
MYO3A	MYO3A	4.751182856	4.752724882	4.716990894	4.570869427	4.709140355	4.480757096
MYO3B	MYO3B	7.039168855	7.183252574	7.109569509	6.409489351	6.112950564	6.323609479
MYO5A	MYO5A	12.01017723	11.9883659	11.95365083	11.3925594	11.35080863	11.486381
MYO5B	MYO5B	6.212714795	6.291465909	6.081083929	6.807994797	6.913336817	6.697167287
MYO5C	MYO5C	8.601801594	8.649700869	8.447496547	7.700669929	7.630259842	7.780655138
MYO6	MYO6	10.67460956	10.92855924	10.79051141	11.37840382	11.25121708	11.28684912
MYO7A	MYO7A	7.356393602	7.456453742	7.67030217	7.267338447	7.285171366	7.188173982
MYO7B	MYO7B	5.822543789	5.935615844	5.736063628	5.808338142	5.594492439	5.973949657
MYO9A	MYO9A	10.79295192	10.93290152	10.74575835	11.09644507	10.88393703	10.96563136
MYO9B	MYO9B	12.17474134	11.77244934	11.94445585	11.85564931	11.75652218	11.58627743
MYOC	MYOC	8.872989324	9.035029572	9.070925945	7.451723076	7.393639658	7.487587941
MYOCD	MYOCD	5.750320408	6.212611357	6.09592442	6.019705918	5.686021486	5.631799385
MYOD1	MYOD1	4.643332513	4.904687583	4.781359714	4.788450937	4.931526685	5.173769889
MYOF	MYOF	9.165496928	9.084221514	9.132628249	12.39389347	12.38323027	12.38154649
MYOG	MYOG	4.745039561	4.414951366	4.655351829	4.839360348	4.646568558	4.505336318
MYOHD1	MYOHD1	6.55307048	6.700403793	6.421223299	6.857397818	6.932964087	6.941838039
MYOM1	MYOM1	7.243053103	7.352496499	7.315602457	6.807141156	6.978394131	6.895507195
MYOM2	MYOM2	8.270536988	8.219754528	8.138015753	7.452556498	7.42628395	7.426610719
MYOM3	MYOM3	5.499933823	5.213880972	5.157852169	6.813915683	6.763428321	6.308057238
MYOT	MYOT	4.984145097	5.257636439	5.181897643	5.030180185	4.964519815	4.811975775
MYOZ1	MYOZ1	7.360789898	7.572168113	7.323730338	7.098110008	7.099775103	6.980745095
MYOZ2	MYOZ2	5.046124027	4.822745757	4.916476644	4.736186603	4.986207687	4.963753634
MYOZ3	MYOZ3	7.359911879	7.683827402	7.628627802	6.523845141	6.511196843	6.363182374
MYPN	MYPN	7.076095564	7.348508165	7.198690586	7.844820995	7.755949589	7.917298689
MYPOP	MYPOP	11.22953493	11.21022252	11.15879901	11.70261789	11.6547666	11.63170557
MYRIP	MYRIP	5.693488418	5.47519381	5.947198584	4.937263154	4.931526685	4.944224707
MYST1	MYST1	10.31055023	10.14023998	10.52110964	10.19815283	10.43759759	10.08353471
MYST2	MYST2	8.592127151	8.943540074	8.850811922	8.0995689	8.311897278	8.212346726
MYST3	MYST3	12.42313939	12.44016165	12.26458921	12.25648223	12.32583472	12.30310114
MYST4	MYST4	9.376132375	9.357205312	9.036448385	9.880534786	9.902859824	9.934663998
MYT1	MYT1	5.380059273	5.544020302	5.197708158	5.349686079	5.151178911	4.884348404
MYT1L	MYT1L	5.144069068	4.822745757	5.091699834	4.714892844	4.659223593	5.030460429
MZF1	MZF1	9.153922994	9.2686756	9.529040056	9.886237105	9.91064502	9.843069389
N-PAC	N-PAC	11.37260898	11.57625837	11.54370853	11.53908737	11.78152111	11.58022074
N4BP1	N4BP1	11.34036569	10.88097776	11.0164601	11.08322044	11.02372237	10.83670894
N4BP2	N4BP2	10.18739358	10.21845991	10.43368975	10.11326308	10.1864541	9.834954737
N4BP2L1	N4BP2L1	9.255327369	9.221893643	9.599354991	9.133433647	9.04437749	9.240140767
N4BP2L2	N4BP2L2	10.81706066	11.08053592	10.97727992	10.76501739	10.39472445	10.77511199
N4BP3	N4BP3	7.577737874	7.899551181	7.349612972	7.203939527	7.135535016	7.212090634
N6AMT1	N6AMT1	11.27215858	11.18435268	11.28603788	10.8835563	10.69464285	10.8094571
N6AMT2	N6AMT2	11.31749381	11.32698074	11.50695216	11.0679354	11.11906882	11.1417751
NAAA	NAAA	10.19335752	9.805843788	9.945297511	10.67349958	10.84608206	10.50783008
NAALAD2	NAALAD2	7.653560205	7.564771375	7.621319301	7.029436319	6.972934855	7.072510818
NAALADL1	NAALADL1	7.488323584	7.212919101	7.337175869	6.839050988	6.969857593	6.852124088
NAALADL2	NAALADL2	6.013194473	5.977949797	6.334496768	6.858142843	6.823475971	6.850511621
NAB1	NAB1	11.9384655	11.93507268	12.04947422	11.97398772	11.78148164	11.65778407
NAB2	NAB2	9.270876623	9.324208013	9.18214602	9.248227684	9.152126193	8.953721426
NACA	NACA	12.94292497	13.01101804	13.12868714	13.14561645	12.97868688	12.99795439
NACA2	NACA2	5.831302886	5.591166289	5.746850183	5.875578885	6.234431427	6.084335372
NACAP1	NACAP1	6.723152036	6.452318002	6.846744023	5.057123345	4.633842415	5.199288879
NACC1	NACC1	9.796925925	9.817960623	9.461070114	10.4637142	10.50392865	10.6145506
NACC2	NACC2	7.591671665	7.705765563	7.361943774	7.80789446	7.778144447	7.83450071
NADK	NADK	10.25699013	9.953925204	10.33382622	9.869068523	10.12952808	9.954072746
NADSYN1	NADSYN1	8.365662207	8.01927662	8.28077077	7.734773527	7.830644316	7.566122083
NAE1	NAE1	12.38485316	12.46794963	12.21340804	12.15405833	12.10361384	12.18277513
NAF1	NAF1	6.489744638	6.692415769	6.385431037	7.055988142	7.06139491	7.03196726
NAG18	NAG18	9.4027855	9.379960155	9.834945023	9.044075031	9.196898561	8.873118285
NAGA	NAGA	12.41549075	12.44031127	12.40165286	12.27845664	12.15407843	12.36602534
NAGK	NAGK	7.448064641	7.029755907	7.122051448	7.224474709	7.317841756	7.141246001
NAGLU	NAGLU	12.07729954	11.44473798	11.94518776	11.748879	11.83005143	11.4443717
NAGPA	NAGPA	11.17751709	11.30054836	11.29398886	11.32394892	11.17181691	11.36731435
NAGS	NAGS	6.288782148	6.103680792	6.098032083	6.633772472	6.69512708	6.575116055
NAIF1	NAIF1	9.352902138	9.115983684	9.237926947	9.252262402	9.149053781	8.904125773
NAIP	NAIP	6.534570208	6.647570494	6.584962501	5.988014677	6.340673102	6.308057238
NALCN	NALCN	5.158222284	5.193544767	5.078951341	7.539588609	7.533214116	7.542997737
NALP5	NALP5	5.532915894	5.88940883	5.520422249	5.11837769	5.131363566	5.011658892
NAMPT	NAMPT	12.4725714	12.45965657	12.50501756	13.36477118	13.20597132	13.39971045
NANOG	NANOG	4.902943537	4.774616591	4.765534746	5.030180185	5.080833812	4.790785293
NANOS1	NANOS1	10.86537916	10.89627155	10.66044165	10.55484874	10.53745741	10.55325528
NANOS2	NANOS2	4.757302122	4.9633285	4.897240426	4.704161554	4.975394285	4.894463939
NANP	NANP	11.48989125	11.50821128	11.44780646	11.59717698	11.54262935	11.50355428
NANS	NANS	10.40335774	10.46392914	10.52042225	10.47673892	10.53463887	10.47214
NAP1L1	NAP1L1	12.46027792	12.48961087	12.42203848	12.33198476	12.32651611	12.46477705
NAP1L2	NAP1L2	5.680529308	5.654560441	5.892391026	5.856879781	5.942862675	5.708381607
NAP1L3	NAP1L3	6.018256441	5.864426178	6.171927354	5.554977573	5.905450389	5.708381607
NAP1L4	NAP1L4	11.33620333	11.44108993	11.36637686	11.28699183	11.32775741	11.2955682
NAP1L5	NAP1L5	5.477508561	5.778482491	5.882643049	5.09239887	5.101217181	5.147834417
NAPA	NAPA	7.807500722	7.518071332	7.602142091	7.557842299	7.498558663	7.436922857
NAPB	NAPB	11.37896368	11.34113379	11.39161952	11.4656544	11.29874643	11.38147175
NAPEPLD	NAPEPLD	11.79087852	11.86296426	11.76042888	11.45868494	11.49881196	11.63806988
NAPG	NAPG	10.56455771	10.66668795	10.85354349	10.56217662	10.47734011	10.55335073
NAPRT1	NAPRT1	12.11919634	11.99907198	12.04681707	11.90776357	11.73154077	11.86887941
NAPSA	NAPSA	6.094315477	6.132804421	5.928370323	6.673148515	6.71518672	6.646534133
NAPSB	NAPSB	4.834741156	4.713638908	4.749534268	4.002383711	4.516042471	4.983071744
NARF	NARF	10.81644318	9.98608497	10.98769036	10.63170817	10.76231302	10.26924952
NARFL	NARFL	8.719505436	8.72505122	8.902676587	8.82746037	8.851460168	8.609632414
NARG1	NARG1	11.19497652	11.37834066	11.32861883	11.36310103	11.3941456	11.3300624
NARG1L	NARG1L	10.31416414	10.36781601	10.42678889	10.05481036	10.14413198	9.976971673
NARG2	NARG2	12.31703667	12.37385859	12.36361462	12.11393315	12.13963693	12.28849249
NARS	NARS	12.78214919	12.80100457	12.65879166	12.5090873	12.65203236	12.67084573
NARS2	NARS2	12.50812451	12.63200878	12.57170525	11.64485624	11.74972166	11.6841361
NASP	NASP	10.29354062	10.51839136	10.40301202	9.88706988	9.863885679	9.834804075
NAT1	NAT1	10.51827078	10.54243786	10.45932915	10.33254585	10.33692509	10.4493474
NAT10	NAT10	11.01488606	10.96674013	11.07721629	10.75238683	11.06229335	10.85769726
NAT11	NAT11	11.24780123	11.03370716	10.88409418	10.87069141	10.86821914	10.86652718
NAT12	NAT12	9.061159	8.901282011	8.971830915	9.14585838	9.013050196	8.942698902
NAT13	NAT13	12.17511026	11.98948762	11.93534924	12.01238872	12.06993423	11.95786208
NAT14	NAT14	10.57630298	10.14789536	10.41415668	10.58422113	10.61122862	10.31761385
NAT15	NAT15	8.804271219	8.696547295	8.726558779	8.723498842	8.751393083	8.515990601
NAT2	NAT2	6.122609417	6.030138108	6.263034406	5.719624264	5.346214157	5.489214543
NAT5	NAT5	13.23703593	13.28725927	13.29508013	13.44928493	13.32352691	13.25716908
NAT6	NAT6	10.29321794	10.36014281	10.54891821	10.73578577	10.54942006	10.57298373
NAT8	NAT8	5.547329237	5.32647706	5.412781525	5.011982598	5.018284763	5.039785104
NAT8B	NAT8B	4.962909995	4.939174462	5.133399125	4.489114899	4.447988757	4.64724797
NAT8L	NAT8L	8.418595599	8.448489473	8.204082012	7.364618753	7.475293478	7.316548005
NAT9	NAT9	10.44477998	10.48578968	10.54602627	10.65125548	10.72001032	10.55325528
NAV1	NAV1	10.58088694	10.89591921	10.66569122	10.79113732	10.80439232	10.70999818
NAV2	NAV2	12.11320741	12.18401188	11.96996205	12.25191369	12.3642845	12.22514173
NAV3	NAV3	8.651401626	8.704014097	8.782998209	10.19803884	10.20131707	10.32282296
NBAS	NBAS	8.771226401	8.447455661	8.76884596	8.720311558	8.644585993	8.591119435
NBEA	NBEA	9.216037371	9.399352891	9.28077077	9.367217518	9.516537718	9.348727724
NBEAL1	NBEAL1	8.948571253	8.955356054	8.838258482	9.59602433	9.252208348	9.605466765
NBL1	NBL1	12.83453468	12.71719562	12.68011774	12.00697935	12.16217605	11.98959762
NBLA00301	NBLA00301	5.910382677	5.83122944	6.12722055	5.234395501	5.519202843	5.297335154
NBN	NBN	10.86650074	11.0852228	10.90229974	10.83921468	10.79964855	10.8796388
NBPF1	NBPF1	11.86669375	11.80356863	11.6476383	11.54860125	11.40678143	11.44782512
NBPF10	NBPF10	13.89119948	14.01011022	13.83353252	13.94420634	14.02771695	14.08590874
NBPF11	NBPF11	12.90802059	13.19725031	12.89618101	13.17646443	13.10377263	13.30112451
NBPF14	NBPF14	12.33450021	12.79751903	12.47530279	12.74404798	12.67269225	12.61447988
NBPF15	NBPF15	10.13222436	10.59366071	9.605109074	10.78708778	10.87761186	10.80248671
NBPF16	NBPF16	11.40756658	11.68248052	11.38186736	12.02998314	11.84248731	11.90159167
NBPF20	NBPF20	8.553060466	9.072076881	8.371994393	9.466818315	9.232235318	9.607373565
NBPF22P	NBPF22P	7.13426353	7.22177429	7.611024797	6.885400651	6.974765866	6.78079799
NBPF3	NBPF3	8.737665997	8.816287967	8.657854336	8.478074949	8.567356256	8.329265588
NBPF7	NBPF7	7.743270049	7.779165669	7.525129251	7.627915763	7.66587671	7.281114182
NBR1	NBR1	10.48362263	10.74102819	10.74634636	10.92251059	10.94420457	10.98652019
NBR2	NBR2	4.751182856	4.673524697	4.949534933	5.143954236	4.793844962	4.832936214
NCALD	NCALD	11.75469846	11.79288021	11.74647233	10.64647731	10.68106543	10.77841619
NCAM1	NCAM1	5.934829941	5.930827236	6.147713722	5.777939817	5.770786517	6.027165896
NCAM2	NCAM2	7.10981845	7.01427397	7.348728154	9.227102098	9.200808961	9.230052277
NCAN	NCAN	5.774830541	5.485237254	5.429615964	6.448545295	6.543764571	6.488677717
NCAPD2	NCAPD2	13.16062498	13.34059921	13.12324845	13.09110626	13.0161771	12.94363776
NCAPD3	NCAPD3	11.99537962	11.72526809	11.95913258	11.47811713	11.6883652	11.35290891
NCAPG	NCAPG	12.71354989	12.73662024	12.76207054	12.64899712	12.65680581	12.64461847
NCAPG2	NCAPG2	12.57687252	12.58722698	12.51619248	12.39871421	12.33618498	12.47599109
NCAPH	NCAPH	7.119440949	6.848160184	6.852997588	6.852140188	7.053374038	6.837366195
NCAPH2	NCAPH2	10.11681185	10.23078453	10.24923199	9.729747083	9.729766591	9.559753849
NCBP1	NCBP1	12.08661434	12.07157266	12.10692275	12.04543064	11.89749423	12.04744585
NCBP2	NCBP2	12.81512436	12.95844145	12.65356166	12.79929966	12.95392657	13.01548365
NCCRP1	NCCRP1	5.750320408	5.88940883	5.789207575	5.703121135	5.932331973	5.8160387
NCDN	NCDN	12.56874363	12.66480718	12.69883487	12.71385866	12.76016647	12.76476394
NCF1	NCF1	5.496220945	5.249779203	5.432959407	6.430404219	6.409869275	6.32104536
NCF1B	NCF1B	5.326639806	5.996337627	5.675251386	5.902893326	5.837534314	5.741932318
NCF1C	NCF1C	5.279846761	5.485237254	5.409390936	4.965649301	5.363601497	5.076583194
NCF2	NCF2	7.145787709	7.178696787	7.191799501	7.058344671	7.084546409	7.011180095
NCF4	NCF4	5.204447233	5.096145295	5.193771743	5.400491146	5.439427482	5.637884928
NCK1	NCK1	11.33367833	11.38957071	11.4974527	11.16228088	11.15366044	11.25791728
NCK2	NCK2	12.78516398	12.75699152	12.82865221	12.75545403	12.51975318	12.51595059
NCKAP1	NCKAP1	13.38631124	13.54325865	13.19973368	13.74915941	13.65415852	13.8442239
NCKAP1L	NCKAP1L	6.783037239	6.510526948	6.953032377	5.772778143	5.665515469	5.850991007
NCKAP5	NCKAP5	10.32411325	10.48423801	10.39306863	9.753134891	9.831268472	9.651819275
NCKIPSD	NCKIPSD	11.76613822	11.69333665	11.82900914	11.8305421	11.85688305	11.9919881
NCL	NCL	12.82042293	12.78736526	12.50940389	12.62106485	12.73978469	12.67086884
NCLN	NCLN	11.2881037	10.94653881	11.12857438	11.17832902	11.33692578	11.09460865
NCOA1	NCOA1	11.17042731	10.98714823	11.09335154	11.13735643	11.28739735	11.02808952
NCOA2	NCOA2	11.48166461	11.54059727	11.54346688	11.32334771	11.25540794	11.31210107
NCOA3	NCOA3	10.12698391	10.05180174	10.09921629	10.22224638	10.22730654	10.08379233
NCOA4	NCOA4	12.68949537	12.63168096	12.85591964	12.57967582	12.61186255	12.64435968
NCOA5	NCOA5	11.15038452	11.19861789	11.04227497	10.880772	10.99870109	10.99097992
NCOA6	NCOA6	12.20844187	12.30463464	12.22749561	12.20233137	12.27394958	12.20159677
NCOA6IP	NCOA6IP	8.36367486	8.41748153	8.144658243	7.935764184	7.908539837	7.862092945
NCOA7	NCOA7	11.43711219	11.52980305	11.64412667	11.70902834	11.63344797	11.73389895
NCOR1	NCOR1	12.30456364	12.45213236	12.27178398	12.1931005	12.32269625	12.35484933
NCOR2	NCOR2	11.46094412	11.4345108	11.2589193	11.99547758	11.6599198	11.71659631
NCR1	NCR1	5.522007708	5.19763495	5.251719093	5.586179596	5.699491802	5.879890113
NCR2	NCR2	4.643332513	4.763710213	4.560714954	5.002812387	5.039370112	4.92448252
NCR3	NCR3	4.596690915	4.596120988	4.510961919	4.808975164	4.247008893	4.246824684
NCRNA00028	NCRNA00028	6.932547799	6.947117545	6.943686952	6.736813987	6.784681446	6.562299761
NCRNA00051	NCRNA00051	5.371968665	5.253713192	5.240314329	5.741224837	5.764496678	5.831185078
NCRNA00081	NCRNA00081	10.69410398	10.6319251	10.771572	10.87842337	10.96382955	10.93576439
NCRNA00085	NCRNA00085	9.568820525	9.752609555	9.611946942	10.39880822	10.36288421	10.41238089
NCRNA00086	NCRNA00086	4.978864027	5.213880972	5.368069877	5.535861414	5.049823938	5.257251826
NCRNA00087	NCRNA00087	5.961472915	5.856838713	5.812498225	6.792319693	6.850674577	6.647876935
NCRNA00092	NCRNA00092	5.719041989	5.559915586	5.669593751	5.59843374	6.158408879	5.870362883
NCRNA00093	NCRNA00093	6.534570208	6.197035182	6.314696526	5.735867533	5.439427482	6.180374771
NCRNA00094	NCRNA00094	11.12028831	11.28036162	11.31237248	11.58847615	11.6933605	11.78449782
NCRNA00095	NCRNA00095	7.924667686	8.135098853	7.337175869	8.438923234	8.25383349	8.531481311
NCRNA00099	NCRNA00099	6.7289793	6.374385101	6.82527683	6.261726889	6.104384905	6.393438178
NCRNA00111	NCRNA00111	5.061229598	5.164585595	5.232660757	4.829285041	5.131363566	4.894463939
NCRNA00112	NCRNA00112	4.799478276	4.769173205	4.529820947	4.404262274	4.721445609	4.790785293
NCRNA00113	NCRNA00113	6.150302419	5.627751081	6.165911939	5.135473019	5.346214157	5.855874156
NCRNA00115	NCRNA00115	6.739112797	7.112183172	6.762880293	7.25266559	7.34502113	7.140778125
NCRNA00119	NCRNA00119	7.601840053	7.500463852	7.681589817	6.58739574	6.574245641	6.710071344
NCRNA00120	NCRNA00120	9.039297774	9.172988098	8.966937979	8.970786092	8.950624218	9.116367392
NCRNA00152	NCRNA00152	10.95219974	11.05891808	10.89943245	11.49432857	11.50234679	11.56224506
NCRNA00153	NCRNA00153	11.19804731	11.10296584	11.39253209	10.62027697	10.78595016	10.51361806
NCRNA00157	NCRNA00157	6.329183232	6.411449082	6.610286657	5.442591471	5.180484525	5.719688063
NCRNA00158	NCRNA00158	4.477395854	4.632330925	4.517275693	4.671626183	4.077722908	4.219354616
NCRNA00159	NCRNA00159	6.607010373	6.783894085	6.757556689	5.808338142	5.44761342	5.549605046
NCRNA00160	NCRNA00160	5.956187209	6.276809558	6.311067102	5.554977573	5.018284763	5.433013117
NCRNA00161	NCRNA00161	7.358153982	7.433492291	7.658925511	7.039232926	7.059991551	7.122380933
NCRNA00162	NCRNA00162	4.817209837	4.763710213	4.749534268	5.021105111	5.310838215	4.884348404
NCRNA00167	NCRNA00167	6.683099633	6.760046606	6.390598906	6.12128698	5.942862675	6.475260037
NCRNA00173	NCRNA00173	9.602784719	10.01993864	9.908692838	8.505654317	8.567356256	8.755843163
NCRNA00181	NCRNA00181	8.962698679	8.896036728	8.700439718	8.814312782	8.870770105	8.790923795
NCRNA00200	NCRNA00200	5.144069068	5.130766833	5.112700133	5.109763101	4.964519815	5.240913592
NCRNA00219	NCRNA00219	12.46251867	12.46638297	12.69139458	12.05302668	12.10602192	12.21797611
NCSTN	NCSTN	12.80436886	12.83173638	12.76335763	12.92492886	12.94828183	12.97191438
NDC80	NDC80	11.5367714	11.52112927	11.62976642	11.29146643	11.2599813	11.19350046
NDE1	NDE1	10.38182801	10.29310493	10.32923574	9.710979983	9.933459086	9.982336205
NDEL1	NDEL1	11.6100301	11.6914218	11.67573656	12.27657886	12.2122934	12.12088296
NDFIP1	NDFIP1	11.83293481	12.04194791	11.90301567	11.72551531	11.63506197	11.7287689
NDFIP2	NDFIP2	12.05049686	12.10230724	11.93494399	12.01808439	12.10405773	12.20531957
NDN	NDN	11.91132229	11.61866761	11.79920066	11.624357	11.5706769	11.50120082
NDNL2	NDNL2	8.914337461	9.065632804	8.794090898	8.235411956	8.366155732	8.332315197
NDOR1	NDOR1	6.586033625	6.548421587	6.359310317	6.759811496	6.765856542	6.475260037
NDP	NDP	5.9901711	5.815623651	6.157852169	9.813232951	9.75576596	10.02434388
NDRG1	NDRG1	11.36455982	11.24339069	11.92139467	12.4219353	12.47228869	12.1418383
NDRG2	NDRG2	10.29976636	10.66970001	9.89542381	9.867664534	10.11070811	10.49876156
NDRG3	NDRG3	12.30248359	12.10463276	12.1361901	12.61459801	12.48650654	12.50472991
NDRG4	NDRG4	7.921306197	8.255985613	8.000563443	7.465893876	7.459861476	7.612540975
NDST1	NDST1	10.18762337	10.33289682	9.99364606	10.02035722	9.950937029	10.02340751
NDST2	NDST2	10.61304611	10.81263012	11.01171646	11.58279972	11.44855534	11.56920713
NDST3	NDST3	7.249787439	7.329999356	7.536830005	6.346288255	6.331432067	6.455458958
NDST4	NDST4	6.354780474	6.569165816	6.332707934	6.513520313	6.595375292	6.649215535
NDUFA1	NDUFA1	12.44980831	12.44854157	12.54795488	12.40786575	12.5175297	12.41259937
NDUFA10	NDUFA10	12.9152607	13.05123605	12.72932334	12.7051601	12.65187952	12.80877567
NDUFA11	NDUFA11	10.77854238	10.8370375	10.67851211	10.87334679	10.8976664	10.82346402
NDUFA12	NDUFA12	13.44416596	13.37450774	13.44538996	13.48711894	13.42388992	13.40158261
NDUFA13	NDUFA13	10.58581553	10.56873058	10.59105477	10.21977489	10.31003579	10.40084438
NDUFA2	NDUFA2	12.87008639	12.76476946	12.94348551	12.73457989	12.7421683	12.52090145
NDUFA3	NDUFA3	12.93717855	13.0273294	12.98976701	13.03702365	13.00727535	12.98114415
NDUFA4	NDUFA4	13.41830438	13.35393435	13.50172525	13.40693385	13.44265437	13.34958575
NDUFA4L2	NDUFA4L2	5.561595435	5.399253598	5.456149035	5.902893326	5.877750806	5.454373492
NDUFA5	NDUFA5	10.65923024	10.70532724	10.9219153	10.1735684	10.35446259	10.17341849
NDUFA6	NDUFA6	12.29232118	12.24441671	12.27251315	12.01770991	11.97895723	12.1698422
NDUFA7	NDUFA7	10.36443342	10.07826236	10.45625173	9.883040759	10.06941971	10.0189857
NDUFA8	NDUFA8	13.3470712	13.40891766	13.10891644	13.39634737	13.33194277	13.2583102
NDUFA9	NDUFA9	12.73142264	12.63783166	12.86277294	12.99324112	13.01833884	12.89441869
NDUFAB1	NDUFAB1	13.51023561	13.24445897	13.28155337	13.29248079	13.4007338	13.54668269
NDUFAF1	NDUFAF1	8.931689668	8.813374748	9.094077686	8.631489102	8.63473796	8.394083895
NDUFAF2	NDUFAF2	11.53921011	11.48246473	11.66870774	11.65750787	11.72716506	11.80035886
NDUFAF3	NDUFAF3	12.9599912	12.97267722	13.08016797	12.76103169	12.67120613	12.77843196
NDUFB1	NDUFB1	6.58765957	6.404788587	6.266786541	6.675563865	6.716579137	6.66366885
NDUFB10	NDUFB10	12.15495798	11.69175499	12.00937377	11.72297488	11.89321976	11.72326835
NDUFB11	NDUFB11	12.97569667	12.6916469	12.92200825	12.83473766	12.82925608	12.78797059
NDUFB2	NDUFB2	13.70413767	13.68809795	13.62514946	13.63377315	13.61997241	13.75477677
NDUFB3	NDUFB3	13.14201463	13.19505933	13.14119711	13.22289931	13.11222088	13.25309072
NDUFB4	NDUFB4	7.259345272	7.358059285	7.39145842	7.198578686	7.373857986	7.184541202
NDUFB5	NDUFB5	13.9789653	13.88710549	13.85840845	13.91181829	13.92999942	13.9197254
NDUFB6	NDUFB6	10.39933674	10.06260274	10.0721326	10.06215868	10.22519807	10.06056789
NDUFB7	NDUFB7	11.98390858	12.19898163	11.94865925	11.77794938	11.78302025	12.03796706
NDUFB8	NDUFB8	13.71232463	13.74876853	13.85082169	13.66493017	13.56048456	13.77075734
NDUFB9	NDUFB9	12.71553277	12.78691364	12.77519873	12.74946542	12.70341043	12.72906685
NDUFC1	NDUFC1	13.21351075	13.05978509	13.22803702	13.13268053	13.02668352	13.12981549
NDUFC2	NDUFC2	10.69769064	10.60242255	10.87950667	10.23332018	10.45760947	10.38422966
NDUFS1	NDUFS1	10.63070951	10.62725453	10.49665408	10.40061203	10.35531771	10.53761792
NDUFS2	NDUFS2	13.44603689	13.33908458	13.45723978	13.42920802	13.28614472	13.45406729
NDUFS3	NDUFS3	13.85970526	13.93338183	13.86738493	13.83909225	13.7035776	13.86354012
NDUFS4	NDUFS4	9.869568308	9.917902034	10.14898493	10.20554457	10.3231075	10.06513588
NDUFS5	NDUFS5	12.5712641	12.48168323	12.53216108	12.43566463	12.50085427	12.55769394
NDUFS6	NDUFS6	5.87706715	5.67505274	5.646738698	6.462229049	6.547945228	6.397951005
NDUFS7	NDUFS7	10.80645229	10.76257527	10.88569637	10.39418898	10.49679729	10.10006549
NDUFS8	NDUFS8	13.80267551	13.67946581	13.60203767	13.63009338	13.51298533	13.77385898
NDUFV1	NDUFV1	11.39623388	11.28578935	11.35435959	11.08885669	11.1105857	10.9880322
NDUFV2	NDUFV2	12.61801236	12.66029237	12.67868816	12.71175732	12.63911662	12.67851923
NDUFV3	NDUFV3	12.01172787	11.89955326	12.17423912	11.68205944	11.75270327	11.72229813
NEB	NEB	8.34120808	8.302051657	8.359310317	6.809696187	6.841232972	6.914525931
NEBL	NEBL	6.981057882	6.734455111	7.171927354	5.99204619	5.942862675	5.939357211
NECAB1	NECAB1	8.1692799	8.279606448	8.497452696	7.282818901	7.220912121	7.345816425
NECAB2	NECAB2	8.4090237	8.301283888	8.339850003	8.215369943	8.251277583	8.095222833
NECAB3	NECAB3	8.854885175	8.673612767	8.839203788	8.708581914	8.787505916	8.751414144
NECAP1	NECAP1	11.58658981	11.69108852	11.72749507	11.73476506	11.67806946	11.79415253
NECAP2	NECAP2	12.38195534	12.14406805	12.31015832	12.32225363	12.27109439	12.16472188
NEDD1	NEDD1	11.6091653	11.50414823	11.56976069	11.55179015	11.52159053	11.5585547
NEDD4	NEDD4	11.83636206	12.00637875	11.95564991	12.07606953	12.1440244	12.06890975
NEDD4L	NEDD4L	11.82342838	12.14388466	11.84693986	11.32367568	11.20294487	11.33693579
NEDD8	NEDD8	13.49675499	13.48724864	13.47858004	13.76484568	13.63064273	13.68091328
NEDD9	NEDD9	11.18972361	11.19141458	11.09941357	11.05935459	11.08750254	11.06123283
NEFH	NEFH	8.874351275	8.902777159	9.085870755	7.612324895	7.684503915	7.723751886
NEFL	NEFL	9.514060828	9.050860873	9.390168956	8.934618001	9.10644989	8.849532876
NEFM	NEFM	7.017403092	7.413151146	6.575917361	6.685083414	6.706720699	6.711224423
NEGR1	NEGR1	6.327192971	6.181270942	6.554588852	6.367390206	6.309319377	6.545767314
NEIL1	NEIL1	6.468512852	6.370962479	6.257387843	6.4137382	6.702414689	6.559039598
NEIL2	NEIL2	11.20303153	10.78814072	10.98106775	11.19408812	11.18101802	10.97632909
NEIL3	NEIL3	9.647960859	10.12003005	10.03011533	9.55442376	9.700431414	9.769607673
NEK1	NEK1	10.74826849	10.696555	10.6617781	10.61897259	10.7330556	10.72510614
NEK10	NEK10	7.15513813	7.189603439	7.334496768	7.913200435	7.848279251	7.892671032
NEK11	NEK11	8.243340536	8.18377144	8.501439145	9.328422669	9.29191492	9.273856779
